Local time,Open,High,Low,Close,Volume
16.08.2017 09:00:00.000 GMT-0700,11.760,11.780,11.650,11.750,1.36
16.08.2017 10:00:00.000 GMT-0700,11.760,11.840,11.700,11.730,3.68
16.08.2017 11:00:00.000 GMT-0700,11.740,11.880,11.640,11.700,5.64
16.08.2017 12:00:00.000 GMT-0700,11.690,11.790,11.650,11.750,1.84
16.08.2017 13:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 14:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 15:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 16:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 17:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 18:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 19:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 20:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 21:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 22:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
16.08.2017 23:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 00:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 01:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 02:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 03:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 04:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 05:00:00.000 GMT-0700,11.750,11.750,11.750,11.750,0
17.08.2017 06:00:00.000 GMT-0700,12.040,12.090,11.880,12.080,3.52
17.08.2017 07:00:00.000 GMT-0700,12.090,12.620,12.050,12.300,17.2
17.08.2017 08:00:00.000 GMT-0700,12.290,12.530,12.060,12.480,7.48
17.08.2017 09:00:00.000 GMT-0700,12.490,13.040,12.420,12.950,8.5
17.08.2017 10:00:00.000 GMT-0700,12.960,13.140,12.840,12.990,9.5
17.08.2017 11:00:00.000 GMT-0700,12.980,13.370,12.950,13.240,10.02
17.08.2017 12:00:00.000 GMT-0700,13.250,13.690,13.250,13.650,10.99
17.08.2017 13:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 14:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 15:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 16:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 17:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 18:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 19:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 20:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 21:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 22:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
17.08.2017 23:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 00:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 01:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 02:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 03:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 04:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 05:00:00.000 GMT-0700,13.650,13.650,13.650,13.650,0
18.08.2017 06:00:00.000 GMT-0700,13.280,13.720,13.240,13.650,10.81
18.08.2017 07:00:00.000 GMT-0700,13.640,13.640,13.290,13.380,11.78
18.08.2017 08:00:00.000 GMT-0700,13.390,13.660,12.830,12.910,10.16
18.08.2017 09:00:00.000 GMT-0700,12.900,13.160,12.640,12.780,9.4
18.08.2017 10:00:00.000 GMT-0700,12.770,13.470,12.720,13.470,8.69
18.08.2017 11:00:00.000 GMT-0700,13.480,13.500,13.130,13.390,7.81
18.08.2017 12:00:00.000 GMT-0700,13.380,13.450,13.150,13.300,8.96
18.08.2017 13:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 14:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 15:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 16:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 17:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 18:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 19:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 20:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 21:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 22:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
18.08.2017 23:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 00:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 01:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 02:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 03:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 04:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 05:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 06:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 07:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 08:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 09:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 10:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 11:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 12:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 13:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 14:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 15:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 16:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 17:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 18:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 19:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 20:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 21:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 22:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
19.08.2017 23:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 00:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 01:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 02:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 03:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 04:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 05:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 06:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 07:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 08:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 09:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 10:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 11:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 12:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 13:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 14:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 15:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 16:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 17:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 18:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 19:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 20:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 21:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 22:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
20.08.2017 23:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 00:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 01:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 02:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 03:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 04:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 05:00:00.000 GMT-0700,13.300,13.300,13.300,13.300,0
21.08.2017 06:00:00.000 GMT-0700,13.210,13.320,12.950,13.190,8.3
21.08.2017 07:00:00.000 GMT-0700,13.180,13.480,13.120,13.150,11.3
21.08.2017 08:00:00.000 GMT-0700,13.140,13.260,12.910,12.970,5.83
21.08.2017 09:00:00.000 GMT-0700,12.960,13.040,12.880,12.930,2.95
21.08.2017 10:00:00.000 GMT-0700,12.920,13.080,12.920,13.060,2.15
21.08.2017 11:00:00.000 GMT-0700,13.070,13.070,12.960,12.990,2.55
21.08.2017 12:00:00.000 GMT-0700,12.990,13.070,12.720,12.760,3.07
21.08.2017 13:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 14:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 15:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 16:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 17:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 18:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 19:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 20:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 21:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 22:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
21.08.2017 23:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 00:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 01:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 02:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 03:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 04:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 05:00:00.000 GMT-0700,12.760,12.760,12.760,12.760,0
22.08.2017 06:00:00.000 GMT-0700,12.370,12.390,12.160,12.230,2.98
22.08.2017 07:00:00.000 GMT-0700,12.230,12.240,12.060,12.170,3.69
22.08.2017 08:00:00.000 GMT-0700,12.150,12.230,12.100,12.120,1.82
22.08.2017 09:00:00.000 GMT-0700,12.100,12.100,11.980,11.990,1.73
22.08.2017 10:00:00.000 GMT-0700,11.990,12.030,11.920,11.980,1.36
22.08.2017 11:00:00.000 GMT-0700,11.960,11.980,11.810,11.860,1.37
22.08.2017 12:00:00.000 GMT-0700,11.850,11.870,11.780,11.840,1.49
22.08.2017 13:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 14:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 15:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 16:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 17:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 18:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 19:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 20:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 21:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 22:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
22.08.2017 23:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 00:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 01:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 02:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 03:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 04:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 05:00:00.000 GMT-0700,11.840,11.840,11.840,11.840,0
23.08.2017 06:00:00.000 GMT-0700,49.420,49.630,48.320,48.400,30.48
23.08.2017 07:00:00.000 GMT-0700,48.420,49.040,48.250,48.610,41.38
23.08.2017 08:00:00.000 GMT-0700,48.620,48.800,47.610,47.890,24.55
23.08.2017 09:00:00.000 GMT-0700,47.890,48.620,47.810,48.340,18.94
23.08.2017 10:00:00.000 GMT-0700,48.330,49.090,48.300,48.780,19.6
23.08.2017 11:00:00.000 GMT-0700,48.760,48.890,47.810,47.930,23.6
23.08.2017 12:00:00.000 GMT-0700,47.920,48.090,47.390,47.770,18.36
23.08.2017 13:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 14:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 15:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 16:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 17:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 18:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 19:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 20:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 21:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 22:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
23.08.2017 23:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 00:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 01:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 02:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 03:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 04:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 05:00:00.000 GMT-0700,47.770,47.770,47.770,47.770,0
24.08.2017 06:00:00.000 GMT-0700,47.490,49.370,47.220,49.350,23.78
24.08.2017 07:00:00.000 GMT-0700,49.390,49.420,47.970,48.520,40.41
24.08.2017 08:00:00.000 GMT-0700,48.540,50.100,48.340,49.340,41.81
24.08.2017 09:00:00.000 GMT-0700,49.330,49.600,48.790,49.040,29.71
24.08.2017 10:00:00.000 GMT-0700,49.050,49.100,48.150,48.900,27.42
24.08.2017 11:00:00.000 GMT-0700,48.910,49.290,48.440,48.520,29.82
24.08.2017 12:00:00.000 GMT-0700,48.510,49.300,48.380,49.070,32.15
24.08.2017 13:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 14:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 15:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 16:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 17:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 18:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 19:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 20:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 21:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 22:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
24.08.2017 23:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 00:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 01:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 02:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 03:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 04:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 05:00:00.000 GMT-0700,49.070,49.070,49.070,49.070,0
25.08.2017 06:00:00.000 GMT-0700,48.030,48.190,47.730,47.870,22.75
25.08.2017 07:00:00.000 GMT-0700,47.850,48.330,47.470,48.240,37.43
25.08.2017 08:00:00.000 GMT-0700,48.260,48.700,48.000,48.280,34.77
25.08.2017 09:00:00.000 GMT-0700,48.290,48.330,47.880,48.040,18.64
25.08.2017 10:00:00.000 GMT-0700,48.030,48.100,47.810,47.960,10.45
25.08.2017 11:00:00.000 GMT-0700,47.970,48.000,47.700,47.750,8.33
25.08.2017 12:00:00.000 GMT-0700,47.740,47.990,47.490,47.670,18.64
25.08.2017 13:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 14:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 15:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 16:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 17:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 18:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 19:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 20:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 21:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 22:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
25.08.2017 23:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 00:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 01:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 02:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 03:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 04:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 05:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 06:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 07:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 08:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 09:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 10:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 11:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 12:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 13:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 14:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 15:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 16:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 17:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 18:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 19:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 20:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 21:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 22:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
26.08.2017 23:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 00:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 01:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 02:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 03:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 04:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 05:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 06:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 07:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 08:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 09:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 10:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 11:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 12:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 13:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 14:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 15:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 16:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 17:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 18:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 19:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 20:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 21:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 22:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
27.08.2017 23:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 00:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 01:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 02:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 03:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 04:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 05:00:00.000 GMT-0700,47.670,47.670,47.670,47.670,0
28.08.2017 06:00:00.000 GMT-0700,47.060,47.640,47.050,47.460,16.58
28.08.2017 07:00:00.000 GMT-0700,47.440,47.820,47.180,47.470,31.23
28.08.2017 08:00:00.000 GMT-0700,47.480,47.840,47.340,47.590,16.77
28.08.2017 09:00:00.000 GMT-0700,47.600,48.240,47.550,48.010,16.81
28.08.2017 10:00:00.000 GMT-0700,48.010,48.050,47.540,47.600,16.86
28.08.2017 11:00:00.000 GMT-0700,47.590,47.670,47.350,47.440,14.39
28.08.2017 12:00:00.000 GMT-0700,47.430,47.580,47.240,47.290,13.89
28.08.2017 13:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 14:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 15:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 16:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 17:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 18:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 19:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 20:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 21:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 22:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
28.08.2017 23:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 00:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 01:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 02:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 03:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 04:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 05:00:00.000 GMT-0700,47.290,47.290,47.290,47.290,0
29.08.2017 06:00:00.000 GMT-0700,50.780,51.000,49.100,49.470,33.27
29.08.2017 07:00:00.000 GMT-0700,49.490,50.110,48.560,48.750,46.82
29.08.2017 08:00:00.000 GMT-0700,48.740,48.950,48.260,48.590,31.62
29.08.2017 09:00:00.000 GMT-0700,48.590,48.760,48.360,48.580,18.07
29.08.2017 10:00:00.000 GMT-0700,48.570,48.770,48.190,48.400,19.93
29.08.2017 11:00:00.000 GMT-0700,48.410,48.510,48.080,48.190,17.53
29.08.2017 12:00:00.000 GMT-0700,48.200,48.340,47.690,47.880,19.86
29.08.2017 13:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 14:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 15:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 16:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 17:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 18:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 19:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 20:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 21:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 22:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
29.08.2017 23:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 00:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 01:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 02:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 03:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 04:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 05:00:00.000 GMT-0700,47.880,47.880,47.880,47.880,0
30.08.2017 06:00:00.000 GMT-0700,47.830,48.210,47.650,47.720,19.13
30.08.2017 07:00:00.000 GMT-0700,47.730,47.880,47.360,47.460,22.52
30.08.2017 08:00:00.000 GMT-0700,47.480,47.720,47.450,47.620,16.38
30.08.2017 09:00:00.000 GMT-0700,47.620,47.760,47.450,47.450,10.41
30.08.2017 10:00:00.000 GMT-0700,47.450,47.670,47.300,47.570,13.21
30.08.2017 11:00:00.000 GMT-0700,47.590,47.720,47.330,47.370,10.78
30.08.2017 12:00:00.000 GMT-0700,47.370,48.000,47.350,47.620,15.53
30.08.2017 13:00:00.000 GMT-0700,47.610,47.610,47.610,47.610,0.01
30.08.2017 14:00:00.000 GMT-0700,47.610,47.610,47.610,47.610,0
30.08.2017 15:00:00.000 GMT-0700,47.610,47.610,47.610,47.610,0
30.08.2017 16:00:00.000 GMT-0700,47.610,47.610,47.610,47.610,0
30.08.2017 17:00:00.000 GMT-0700,47.610,47.610,47.610,47.610,0
